Project Name,Datasource Name,Database Name,Table Schema,Table Name,Database Connection Type,USER_NAME,AUTHENTICATION_METHOD
QBR Datasources,QBR - Pharmacy Spend Data,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - Pharmacy Spend Data,TRANSFORMED_LAYER,VISUALIZATION,VW_PHARMACY_SPEND_AND_SAVE,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - Pharmacy Spend Data,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - Pharmacy Spend Data,TRANSFORMED_LAYER,VISUALIZATION,VW_PHARMACY_SPEND_AND_SAVE,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - Pharmacy Spend Data,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - Pharmacy Spend Data,TRANSFORMED_LAYER,VISUALIZATION,VW_PHARMACY_SPEND_AND_SAVE,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - Pharmacy Spend Data,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - Pharmacy Spend Data,TRANSFORMED_LAYER,VISUALIZATION,VW_PHARMACY_SPEND_AND_SAVE,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_PMPM_SPEND,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_PMPM_SPEND,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_PMPM_SPEND,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_PMPM_SPEND,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_PMPM_SPEND,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_PMPM_SPEND,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - PMPM Spend Data Set,TRANSFORMED_LAYER,VISUALIZATION,VW_PMPM_SPEND,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - Primary Data Source - Data Availability,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - Primary Data Source - Data Availability,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - Primary Data Source - Data Availability,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - Primary Data Source - Data Availability,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - Primary Data Source - Data Availability,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - Primary Data Source - Data Availability,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,snowflake,SCRIPTAETL,PASSWORD
QBR Datasources,QBR - ROI Period Datasource,TRANSFORMED_LAYER,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,snowflake,SCRIPTAETL,PASSWORD
