Datasource Name,Datasource ID,Table Schema,Table Name,Database Name,Database Connection Type
Expected-Values-Of-Drug-A-To-Drug-B-Switches,659a4652-d044-9581-2462-32865c005094,VISUALIZATION,CLINICAL_OPPORTUNITIES_BY_DRUG_NAME,TRANSFORMED_LAYER,snowflake
Expected-Values-Of-Drug-A-To-Drug-B-Switches,659a4652-d044-9581-2462-32865c005094,VISUALIZATION,CLINICAL_ROUGH_ADOPTION_RATIOS_BY_CUSTOMER_AND_GLOBAL,TRANSFORMED_LAYER,snowflake
QBR - PMPM Spend Data Set,660f7a53-82d9-dca2-d6b5-bda61e87a3ae,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - PMPM Spend Data Set,660f7a53-82d9-dca2-d6b5-bda61e87a3ae,VISUALIZATION,VW_PMPM_SPEND,TRANSFORMED_LAYER,snowflake
QBR - Customer ROI Period Data - KPA,66f4b30b-501f-53ff-179c-85f07eb23238,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - Member Savings Dataset - KPA,6742aa2d-2da4-0c1f-daa2-9af72e0a41e0,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - Member Savings Dataset - KPA,6742aa2d-2da4-0c1f-daa2-9af72e0a41e0,VISUALIZATION,VW_REALIZED_SAVINGS_WITH_EMPLOYEE_DATA,TRANSFORMED_LAYER,snowflake
QBR - PMPM Spend Data Set - KPA,680d8738-251c-a845-ac00-7398a3a01437,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - Customer Fee Data,68e70614-5481-7ae3-dad5-100a80754cf1,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Customer Fee Data,68e70614-5481-7ae3-dad5-100a80754cf1,VISUALIZATION,VW_CUSTOMER_FEES_AND_SAVINGS_FOR_ROI,TRANSFORMED_LAYER,snowflake
QBR - Pharmacy Spend Data - KPA,6906bcdd-fb29-2f48-f69e-8e87c078214a,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - Monthly Customer Communications - Test,6a05a84a-26d5-b5c0-b691-4aedd0a6650a,VISUALIZATION,VW_MONTHLY_CUSTOMER_COMMUNICATIONS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Monthly Customer Communications - Test,6a05a84a-26d5-b5c0-b691-4aedd0a6650a,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
Amazon QBR - Monthly Customer Communications Dataset,6acc1779-fc37-6be5-5806-3654df3f7d51,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
Amazon QBR - Monthly Customer Communications Dataset,6acc1779-fc37-6be5-5806-3654df3f7d51,AMAZON,VW_MONTHLY_CUSTOMER_COMMUNICATIONS,TRANSFORMED_LAYER,snowflake
QBR_CUSTOMER_ROI_PERIOD_DATA | Project : QBR Datasources,6b062890-1684-f544-5c25-b73feeae4d5f,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR_CUSTOMER_ROI_PERIOD_DATA | Project : QBR Datasources,6b062890-1684-f544-5c25-b73feeae4d5f,VISUALIZATION,VW_CUSTOMER_ROI_PERIOD_DATA_WITH_LABELS,TRANSFORMED_LAYER,snowflake
QBR - Pharmacy Spend Data,6e6500e9-400f-056a-1e09-af49c8bca27a,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - Pharmacy Spend Data,6e6500e9-400f-056a-1e09-af49c8bca27a,VISUALIZATION,VW_PHARMACY_SPEND_AND_SAVE,TRANSFORMED_LAYER,snowflake
QBR - Member Communication Metadata Data Set - Test,6f9f4d66-b79f-6acf-14ae-6043dd819381,VISUALIZATION,VW_MEMBER_COMMUNICATION_OPTIONS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Member Communication Metadata Data Set - Test,6f9f4d66-b79f-6acf-14ae-6043dd819381,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
Drug Opportunities,70c1ea67-b9ae-1892-f433-b7888a322d01,VISUALIZATION,CLINICAL_OPPORTUNITIES_BY_DRUG_NAME,TRANSFORMED_LAYER,snowflake
VW_PHARMACY_SPEND_AND_SAVE (TRANSFORMED_LAYER.VW_PHARMACY_SPEND_AND_SAVE) (VISUALIZATION),710263a0-0d66-d045-ddff-55481ac5f140,VISUALIZATION,VW_PHARMACY_SPEND_AND_SAVE,TRANSFORMED_LAYER,snowflake
QBR - Customer Fee Data,72dcd25d-6e43-701b-af01-c87d75f90bb9,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Customer Fee Data,72dcd25d-6e43-701b-af01-c87d75f90bb9,VISUALIZATION,VW_CUSTOMER_FEES_AND_SAVINGS_FOR_ROI,TRANSFORMED_LAYER,snowflake
QBR - Utilization Ratios Datasource,73618eac-e0a9-6484-ce17-d7dc9443f84a,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Utilization Ratios Datasource,73618eac-e0a9-6484-ce17-d7dc9443f84a,VISUALIZATION,VW_CUSTOMER_UTILIZER_RATIOS,TRANSFORMED_LAYER,snowflake
COMMUNICATIONS_AND_SWITCHES_UNDISTILLED (TRANSFORMED_LAYER.COMMUNICATIONS_AND_SWITCHES_UNDISTILLED) (VISUALIZATION),7517b0ce-d1e1-f597-6080-e70238b1f730,VISUALIZATION,COMMUNICATIONS_AND_SWITCHES_UNDISTILLED,TRANSFORMED_LAYER,snowflake
QBR - Amazon - Primary Data Source - Data Availability Test - Parameters For Custom Fields,756ce030-91a4-d3ee-18cc-69966548dde7,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER_TEST,snowflake
QBR - CLAIMS AND SPEND DATA SET - Test,75a132e4-a3fa-f8d5-8cda-ca796040c5de,VISUALIZATION,VW_CLAIMS_AND_SPENDS,TRANSFORMED_LAYER_TEST,snowflake
QBR - CLAIMS AND SPEND DATA SET - Test,75a132e4-a3fa-f8d5-8cda-ca796040c5de,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - Member Savings Opportunity Dataset - Child Company Location | Project : QBR Datasources,75b7eb70-c81e-0585-f54a-865409c5576e,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Savings Opportunity Dataset - Child Company Location | Project : QBR Datasources,75b7eb70-c81e-0585-f54a-865409c5576e,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED_WTIH_CHILD_COMPANY_LOCATION,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset - Test,77cb754f-7732-6166-20e9-a2635fea7277,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - Member Opportunity Savings Dataset - Test,77cb754f-7732-6166-20e9-a2635fea7277,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED,TRANSFORMED_LAYER_TEST,snowflake
Custom SQL Query (PUBLIC),786b52b8-3004-788e-83d9-b6fdf27dffb5,mastermgmt,dict_ignore_reason,RAW_LAYER,snowflake
Custom SQL Query (PUBLIC),786b52b8-3004-788e-83d9-b6fdf27dffb5,public,saverx_switches,RAW_LAYER,snowflake
Custom SQL Query (PUBLIC),786b52b8-3004-788e-83d9-b6fdf27dffb5,mastermgmt,dict_strategy,RAW_LAYER,snowflake
Custom SQL Query (PUBLIC),786b52b8-3004-788e-83d9-b6fdf27dffb5,public,saverx_totallives,RAW_LAYER,snowflake
Custom SQL Query (PUBLIC),786b52b8-3004-788e-83d9-b6fdf27dffb5,public,saverx_switch_changelog,RAW_LAYER,snowflake
QBR - Customer Fee Data,78ffc591-b0b7-a7a7-4b69-fc63a63063b7,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Customer Fee Data,78ffc591-b0b7-a7a7-4b69-fc63a63063b7,VISUALIZATION,VW_CUSTOMER_FEES_AND_SAVINGS_FOR_ROI,TRANSFORMED_LAYER,snowflake
QBR - Pharmacy Spend Data,7943b37d-3488-3ff4-0a5f-374b9019aebc,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - Pharmacy Spend Data,7943b37d-3488-3ff4-0a5f-374b9019aebc,VISUALIZATION,VW_PHARMACY_SPEND_AND_SAVE,TRANSFORMED_LAYER,snowflake
Member Savings Extract For Testing Only,7a4fa02d-c765-3fdb-8ac8-78256839d581,AMAZON,VW_REALIZED_SAVINGS_WITH_EMPLOYEE_DATA_AND_CUSTOM_FILTERS,TRANSFORMED_LAYER,snowflake
Member Savings Extract For Testing Only,7a4fa02d-c765-3fdb-8ac8-78256839d581,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
VW_CUSTOMER_FEES_AND_SAVINGS_FOR_ROI (TRANSFORMED_LAYER.VW_CUSTOMER_FEES_AND_SAVINGS_FOR_ROI) (AMAZON),7a74de30-559e-bd5d-8c80-5429ac6a01fe,AMAZON,VW_CUSTOMER_FEES_AND_SAVINGS_FOR_ROI,TRANSFORMED_LAYER,snowflake
VW_CUSTOMER_FEES_AND_SAVINGS_FOR_ROI (TRANSFORMED_LAYER.VW_CUSTOMER_FEES_AND_SAVINGS_FOR_ROI) (AMAZON),7a74de30-559e-bd5d-8c80-5429ac6a01fe,AMAZON,TEMP_CUSTOMER_MONTHLY_FEES,TRANSFORMED_LAYER,snowflake
QBR - Monthly Customer Communications,7b0717d7-4da5-ec3c-0d6d-dd2f0588e702,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Monthly Customer Communications,7b0717d7-4da5-ec3c-0d6d-dd2f0588e702,VISUALIZATION,VW_MONTHLY_CUSTOMER_COMMUNICATIONS,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset,7b1e0592-2bab-ab83-b328-49795afc3a8d,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset,7b1e0592-2bab-ab83-b328-49795afc3a8d,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED,TRANSFORMED_LAYER,snowflake
QBR_CUSTOMER_ROI_PERIOD_DATA | Project : QBR Datasources,7b604fbc-b1ef-dfb4-f507-f44898310048,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR_CUSTOMER_ROI_PERIOD_DATA | Project : QBR Datasources,7b604fbc-b1ef-dfb4-f507-f44898310048,VISUALIZATION,VW_CUSTOMER_ROI_PERIOD_DATA_WITH_LABELS,TRANSFORMED_LAYER,snowflake
QBR - Pharmacy Spend Data | Project : QBR Datasources,7bea34c3-2c81-6000-cbb6-f44709fddbcd,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - Pharmacy Spend Data | Project : QBR Datasources,7bea34c3-2c81-6000-cbb6-f44709fddbcd,VISUALIZATION,VW_PHARMACY_SPEND_AND_SAVE,TRANSFORMED_LAYER,snowflake
Amazon QBR - PMPM Spend Dataset,7c0a2ffe-5c81-a4c6-690a-35cc032a0aa0,AMAZON,VW_PMPM_SPEND,TRANSFORMED_LAYER,snowflake
Amazon QBR - PMPM Spend Dataset,7c0a2ffe-5c81-a4c6-690a-35cc032a0aa0,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - Monthly Customer Communications,7cd5372c-47b2-688f-2bf8-bb2a74094d7f,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Monthly Customer Communications,7cd5372c-47b2-688f-2bf8-bb2a74094d7f,VISUALIZATION,VW_MONTHLY_CUSTOMER_COMMUNICATIONS,TRANSFORMED_LAYER,snowflake
Amazon QBR - Claims and Spend Dataset with Location,7da4c356-b3f6-7e4c-65a0-417577625e53,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
Amazon QBR - Claims and Spend Dataset with Location,7da4c356-b3f6-7e4c-65a0-417577625e53,AMAZON,VW_CLAIMS_AND_SPENDS,TRANSFORMED_LAYER,snowflake
Amazon QBR - Member Communication Metadata Dataset with Location,7db73f53-539b-6e2c-f907-7bf3af546500,AMAZON,VW_MEMBER_COMMUNICATION_OPTIONS,TRANSFORMED_LAYER,snowflake
Amazon QBR - Member Communication Metadata Dataset with Location,7db73f53-539b-6e2c-f907-7bf3af546500,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset,801721f5-6414-d2d4-a49e-7c61461b0561,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset,801721f5-6414-d2d4-a49e-7c61461b0561,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED,TRANSFORMED_LAYER,snowflake
Amazon QBR - Member Communication Metadata Dataset,80afddd6-1012-ba3d-e082-30fcc8e65d30,AMAZON,VW_MEMBER_COMMUNICATION_OPTIONS,TRANSFORMED_LAYER,snowflake
Amazon QBR - Member Communication Metadata Dataset,80afddd6-1012-ba3d-e082-30fcc8e65d30,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
SAVERX_PBMHISTORY (RAW_LAYER.SAVERX_PBMHISTORY)+ (PUBLIC),827b034e-8f24-c036-4124-648346d72916,PUBLIC,CLINICAL_DRUGS_OF_INTEREST,RAW_LAYER,snowflake
SAVERX_PBMHISTORY (RAW_LAYER.SAVERX_PBMHISTORY)+ (PUBLIC),827b034e-8f24-c036-4124-648346d72916,MASTER,SAVERX_PBMHISTORY,RAW_LAYER,snowflake
QBR - Customer Fee Data,82d87026-2398-ef35-2a10-32e4e779491a,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Customer Fee Data,82d87026-2398-ef35-2a10-32e4e779491a,VISUALIZATION,VW_CUSTOMER_FEES_AND_SAVINGS_FOR_ROI,TRANSFORMED_LAYER,snowflake
Amazon QBR - Monthly Customer Communications Dataset,83a8d1c9-e9aa-82b9-e1f8-54b73eaba71a,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER,snowflake
Amazon QBR - Monthly Customer Communications Dataset,83a8d1c9-e9aa-82b9-e1f8-54b73eaba71a,AMAZON,VW_MONTHLY_CUSTOMER_COMMUNICATIONS,TRANSFORMED_LAYER,snowflake
QBR - Monthly Customer Communications | Project : QBR Datasources,83d5370d-6b4d-0fea-448d-42fc6f222aa7,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Monthly Customer Communications | Project : QBR Datasources,83d5370d-6b4d-0fea-448d-42fc6f222aa7,VISUALIZATION,VW_MONTHLY_CUSTOMER_COMMUNICATIONS,TRANSFORMED_LAYER,snowflake
QBR - Customer Fee Data,841a3bba-370a-5dea-3989-dbb462577888,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Customer Fee Data,841a3bba-370a-5dea-3989-dbb462577888,VISUALIZATION,VW_CUSTOMER_FEES_AND_SAVINGS_FOR_ROI,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset,8423b803-b813-d85a-f586-3cc5900127b5,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset,8423b803-b813-d85a-f586-3cc5900127b5,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED,TRANSFORMED_LAYER,snowflake
MEMBER_SAVINGS_DRILL_DOWN_REPORT_REDACTED (TRANSFORMED_LAYER.MEMBER_SAVINGS_DRILL_DOWN_REPORT_REDACTED) (DRILL_DOWN_REPORTS),84a95bd9-ac89-63a4-9076-d2dbee08dc59,DRILL_DOWN_REPORTS,MEMBER_SAVINGS_DRILL_DOWN_REPORT_REDACTED,TRANSFORMED_LAYER,snowflake
QBR - Customer Lives Datasource - Test,84c45d75-7fe3-4fd0-d6a9-92c3386ec46e,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - Customer Lives Datasource - Test,84c45d75-7fe3-4fd0-d6a9-92c3386ec46e,VISUALIZATION,VW_CUSTOMER_TOTAL_LIVES,TRANSFORMED_LAYER_TEST,snowflake
VW_CUSTOMER_ROI_PERIOD_DATA (TRANSFORMED_LAYER.VW_CUSTOMER_ROI_PERIOD_DATA) (VISUALIZATION),869789d0-4fe1-3164-5b07-b5a32233e781,VISUALIZATION,VW_CUSTOMER_ROI_PERIOD_DATA,TRANSFORMED_LAYER,snowflake
QBR - Member Utilization Breakdown,86f187ec-7876-c5ed-2a3e-a5c5bd0dab27,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Utilization Breakdown,86f187ec-7876-c5ed-2a3e-a5c5bd0dab27,VISUALIZATION,VW_UTILIZATION_BREAKDOWN_QBR,TRANSFORMED_LAYER,snowflake
VW_CUSTOMER_FEATURE_DATASET (TRANSFORMED_LAYER.VW_CUSTOMER_FEATURE_DATASET) (BOOK_OF_BUSINESS),88d033e0-9c6c-0bed-7b0f-efc72b5c955e,BOOK_OF_BUSINESS,VW_CUSTOMER_FEATURE_DATASET,TRANSFORMED_LAYER,snowflake
QBR - Login and Registration Data,89ba59b0-a156-a469-a1de-87e7d66bb30b,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Login and Registration Data,89ba59b0-a156-a469-a1de-87e7d66bb30b,VISUALIZATION,VW_MONTHLY_LOGIN_AND_REGISTRATION_DATA,TRANSFORMED_LAYER,snowflake
QBR - ROI Period Datasource - Test,89fbbb5a-0040-2497-7a14-d1211afb2def,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - ROI Period Datasource - Test,89fbbb5a-0040-2497-7a14-d1211afb2def,VISUALIZATION,VW_CUSTOMER_ROI_PERIOD_DATA,TRANSFORMED_LAYER_TEST,snowflake
VW_DAILY_CUSTOMER_LOGINS_AND_REGISTRATIONS (TRANSFORMED_LAYER.VW_DAILY_CUSTOMER_LOGINS_AND_REGISTRATIONS) (DRILL_DOWN_REPORTS),8abed501-b943-94c3-3d26-66eabc891ccb,DRILL_DOWN_REPORTS,VW_DAILY_CUSTOMER_LOGINS_AND_REGISTRATIONS,TRANSFORMED_LAYER,snowflake
Campaign Marketing Active Members DataSource,8d41cd50-e9cc-292f-51ae-0c1d777c35ae,VISUALIZATION,CAMPAIGN_MARKETING_ACTIVE_MEMBERS,TRANSFORMED_LAYER,snowflake
QBR - Login and Registration Data,8dba3874-4f9e-c0bb-6b88-4a0fe02fd0a5,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Login and Registration Data,8dba3874-4f9e-c0bb-6b88-4a0fe02fd0a5,VISUALIZATION,VW_MONTHLY_LOGIN_AND_REGISTRATION_DATA,TRANSFORMED_LAYER,snowflake
VW_DRILL_DOWN_REPORT_BASE (TRANSFORMED_LAYER.VW_DRILL_DOWN_REPORT_BASE) (DRILL_DOWN_REPORTS) (2),8ecb0d0b-1dfc-af66-4e6b-a846b507e837,DRILL_DOWN_REPORTS,VW_DRILL_DOWN_REPORT_BASE,TRANSFORMED_LAYER,snowflake
QBR - Member Communication Metadata Data Set,8f9dc88a-7ed1-549f-dec6-ea109f368645,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Communication Metadata Data Set,8f9dc88a-7ed1-549f-dec6-ea109f368645,VISUALIZATION,VW_MEMBER_COMMUNICATION_OPTIONS,TRANSFORMED_LAYER,snowflake
QBR - Member Communication Metadata Data Set,8fac3022-71f1-4681-d7e7-96011f976590,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Communication Metadata Data Set,8fac3022-71f1-4681-d7e7-96011f976590,VISUALIZATION,VW_MEMBER_COMMUNICATION_OPTIONS,TRANSFORMED_LAYER,snowflake
QBR - Number Of Members By Number Of Opportunities - Test,9211b71f-988b-97b0-43f7-71cc9044efc9,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - Number Of Members By Number Of Opportunities - Test,9211b71f-988b-97b0-43f7-71cc9044efc9,VISUALIZATION,VW_NUMBER_OF_MEMBERS_AND_CLAIMS_BY_MONTH,TRANSFORMED_LAYER_TEST,snowflake
QBR - Amazon - Member Communication Metadata Data Set (1) (local copy),92dbdb16-266a-3ae9-7d1a-79d7080caf99,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Amazon - Member Communication Metadata Data Set (1) (local copy),92dbdb16-266a-3ae9-7d1a-79d7080caf99,AMAZON,VW_MEMBER_COMMUNICATION_OPTIONS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Member Opportunity Savings Dataset,9557919a-89fc-c036-1b9b-7fb50b731447,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset,9557919a-89fc-c036-1b9b-7fb50b731447,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED,TRANSFORMED_LAYER,snowflake
Lagging-Claims-Realized-Savings-Dataset,95f200bf-c643-3fc6-8b69-9b049f7637f3,TEMP,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,STAGING_LAYER,snowflake
Lagging-Claims-Realized-Savings-Dataset,95f200bf-c643-3fc6-8b69-9b049f7637f3,TEMP,VW_REALIZED_SAVINGS_WITH_EMPLOYEE_DATA_FOR_LAGGED_CLAIMS,STAGING_LAYER,snowflake
QBR - Amazon - Monthly Customer Communications (1) (local copy),9703560c-b760-72d7-b8a8-ae906d1fa6ce,AMAZON,VW_CUSTOMER_DATE_AVAILABILITY_WITH_ROI_PERIODS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Amazon - Monthly Customer Communications (1) (local copy),9703560c-b760-72d7-b8a8-ae906d1fa6ce,AMAZON,VW_MONTHLY_CUSTOMER_COMMUNICATIONS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Monthly Customer Communications,9792c969-72cf-387a-dad6-049c06189142,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Monthly Customer Communications,9792c969-72cf-387a-dad6-049c06189142,VISUALIZATION,VW_MONTHLY_CUSTOMER_COMMUNICATIONS,TRANSFORMED_LAYER,snowflake
VW_REALIZED_SAVINGS_WITH_EMPLOYEE_DATA (TRANSFORMED_LAYER.VW_REALIZED_SAVINGS_WITH_EMPLOYEE_DATA) (VISUALIZATION),984645fb-8929-858c-3b38-465e3c709248,VISUALIZATION,VW_REALIZED_SAVINGS_WITH_EMPLOYEE_DATA,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset,985a9f15-ab1e-a077-181d-107376e68b9b,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Opportunity Savings Dataset,985a9f15-ab1e-a077-181d-107376e68b9b,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED,TRANSFORMED_LAYER,snowflake
QBR - Customer Fee Data,9864552d-35d2-9b36-95c1-7bd2cf75552f,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Customer Fee Data,9864552d-35d2-9b36-95c1-7bd2cf75552f,VISUALIZATION,VW_CUSTOMER_FEES_AND_SAVINGS_FOR_ROI,TRANSFORMED_LAYER,snowflake
QBR - Number Of Members By Number Of Opportunities,9b2b4b77-fa5c-6fe9-9c87-65d2f5f0b90e,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Number Of Members By Number Of Opportunities,9b2b4b77-fa5c-6fe9-9c87-65d2f5f0b90e,VISUALIZATION,VW_NUMBER_OF_MEMBERS_AND_CLAIMS_BY_MONTH,TRANSFORMED_LAYER,snowflake
PRICING_ANALYSIS (ANALYTICS.PRICING_ANALYSIS) (BUSINESSOPERATIONS),9ce2496e-8abd-7fca-f044-c64ec331ae5d,BUSINESSOPERATIONS,PRICING_ANALYSIS,ANALYTICS,snowflake
QBR - Monthly Customer Communications - Test,9f2d5853-5bfb-4f82-0aec-baf4b58e94a4,VISUALIZATION,VW_MONTHLY_CUSTOMER_COMMUNICATIONS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Monthly Customer Communications - Test,9f2d5853-5bfb-4f82-0aec-baf4b58e94a4,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
QBR - Member Savings Opportunity Dataset - Child Company Location | Project : QBR Datasources,a0eadfb9-9ec7-ace3-f6db-bf3823caa429,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER,snowflake
QBR - Member Savings Opportunity Dataset - Child Company Location | Project : QBR Datasources,a0eadfb9-9ec7-ace3-f6db-bf3823caa429,VISUALIZATION,VW_MEMBER_OPPORTUNITIES_WITH_BEST_SAVER_IDENTIFIED_WTIH_CHILD_COMPANY_LOCATION,TRANSFORMED_LAYER,snowflake
QBR - Member Communication Metadata Data Set - Test,a0fb17ac-a41f-3cc7-a488-10a4330d9a49,VISUALIZATION,VW_MEMBER_COMMUNICATION_OPTIONS,TRANSFORMED_LAYER_TEST,snowflake
QBR - Member Communication Metadata Data Set - Test,a0fb17ac-a41f-3cc7-a488-10a4330d9a49,VISUALIZATION,VW_CUSTOMER_DATE_AVAILABILITY,TRANSFORMED_LAYER_TEST,snowflake
